station_name,longitude,latitude,station_small,date,geohash
WOODLANDS SOUTH MRT STATION,103.7944238,1.426684241,woodlands south,2020-01-31,w23b1gsz135y
WOODLANDS SOUTH MRT STATION,103.7943652,1.425843387,woodlands south,2020-01-31,w23b1gsf0h2p
WOODLEIGH MRT STATION,103.8710538,1.33986722,woodleigh,2011-06-20,w21zeeut6cr7
WOODLEIGH MRT STATION,103.8709406,1.338510654,woodleigh,2011-06-20,w21zeest2k6z
WOODLEIGH MRT STATION,103.8705085,1.338583149,woodleigh,2011-06-20,w21zeesjy3bz
YEW TEE MRT STATION,103.7473299,1.398067768,yew tee,1996-02-10,w21zbyd8248p
YEW TEE MRT STATION,103.7471952,1.397655479,yew tee,1996-02-10,w21zby6muvge
YEW TEE MRT STATION,103.7474319,1.397000772,yew tee,1996-02-10,w21zby6d47u4
YEW TEE MRT STATION,103.7471114,1.397272512,yew tee,1996-02-10,w21zby67dymp
YIO CHU KANG MRT STATION,103.8446458,1.381953621,yio chu kang,1987-11-07,w21zg5967wu4
YIO CHU KANG MRT STATION,103.8448342,1.381644407,yio chu kang,1987-11-07,w21zg5988j0t
YIO CHU KANG MRT STATION,103.8449468,1.381547521,yio chu kang,1987-11-07,w21zg5984ehe
YISHUN MRT STATION,103.8348655,1.429636292,yishun,1988-12-20,w23b4u60pxx2
YISHUN MRT STATION,103.8356437,1.429665597,yishun,1988-12-20,w23b4u6b3ugx
YISHUN MRT STATION,103.8350908,1.429116814,yishun,1988-12-20,w23b4u4mhyxm
YISHUN MRT STATION,103.8347836,1.429397167,yishun,1988-12-20,w23b4u4nvffq
YISHUN MRT STATION,103.8348635,1.429106507,yishun,1988-12-20,w23b4u4jpsvb
BAYSHORE MRT STATION,103.9424215,1.313382835,bayshore,2024-06-23,w21zmr0e1bqc
BAYSHORE MRT STATION,103.9406298,1.312578384,bayshore,2024-06-23,w21zmnzq24qg
BAYSHORE MRT STATION,103.9406717,1.313976442,bayshore,2024-06-23,w21zmppq3nyn
MARINE PARADE MRT STATION,103.9060345,1.303688569,marine parade,2024-06-23,w21zkmq4d14v
MARINE PARADE MRT STATION,103.9049689,1.302805716,marine parade,2024-06-23,w21zkmjm3k86
MARINE PARADE MRT STATION,103.9077968,1.304832521,marine parade,2024-06-23,w21zkmx35nkv
MARINE PARADE MRT STATION,103.9077039,1.304332268,marine parade,2024-06-23,w21zkmrq2cpt
MARINE TERRACE MRT STATION,103.914777,1.306857146,marine terrace,2024-06-23,w21zktukvzcd
MARINE TERRACE MRT STATION,103.9157882,1.306964385,marine terrace,2024-06-23,w21zktvjt7gf
MARINE TERRACE MRT STATION,103.9147168,1.307147506,marine terrace,2024-06-23,w21zktuqsmuy
PUNGGOL COAST MRT STATION,103.910653,1.414947499,punggol coast,2024-12-10,w23bh996ttqd
SIGLAP MRT STATION,103.929651,1.310014415,siglap,2024-06-23,w21zkyrr2kks
SIGLAP MRT STATION,103.9285959,1.309101241,siglap,2024-06-23,w21zkyq6pf1v
SIGLAP MRT STATION,103.9312292,1.310453545,siglap,2024-06-23,w21zmn83vnjr
TANJONG KATONG MRT STATION,103.8972878,1.299466995,tanjong katong,2024-06-23,w21zkhx9yq0y
TANJONG RHU MRT STATION,103.8735485,1.297392225,tanjong rhu,2024-06-23,w21z7snmv57w
TANJONG RHU MRT STATION,103.8732481,1.296791564,tanjong rhu,2024-06-23,w21z7sn4q57w
HUME MRT STATION,103.7687324,1.355136857,hume,2025-02-28,w21z9qdn4xz4
HUME MRT STATION,103.7684749,1.355909117,hume,2025-02-28,w21z9qcfsxyb
